91.187.93.166,443,AD,Andorra Telecom
45.95.232.209,8443,CH,Global Connectivity Solutions Llp
45.95.232.220,2083,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.95.232.232,8443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.95.232.236,2053,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.95.232.236,8443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.95.232.239,443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.95.232.243,2053,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.95.232.243,8443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.95.232.245,2053,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.95.232.245,8443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.128.52.57,8443,CH,LVNET LTD
45.128.52.158,2053,CH,LVNET LTD
45.128.52.158,8443,CH,LVNET LTD
45.143.200.19,443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.143.200.97,443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.143.200.126,443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.143.200.127,443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.143.200.141,443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.143.200.162,443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.143.200.192,443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.143.200.245,443,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
45.155.53.155,2053,CH,ALEXHOST SRL
46.8.158.69,2053,CH,ProtonVPN
51.96.69.180,443,CH,A100 ROW Inc
51.107.8.47,8443,CH,Microsoft Corporation
51.107.9.31,8443,CH,Microsoft Corporation
51.107.11.76,8443,CH,Microsoft Corporation
62.12.146.142,3128,CH,Cyberlink AG
80.68.159.120,443,CH,Friendhosting LTD
80.254.185.73,1080,CH,Green.ch Ag  Lupfig  Switzerland
83.166.144.132,443,CH,Infomaniak Network SA
83.173.198.77,8443,CH,Swisscom (Schweiz) AG
84.39.112.144,3128,CH,M LTD Zurich Infrastructure
91.90.193.24,443,CH,Friendhosting LTD
91.90.193.138,443,CH,Friendhosting LTD
91.92.155.207,1080,CH,Exoscale Open Cloud Zrh1 dk
91.92.155.207,3128,CH,Exoscale Open Cloud Zrh1 dk
91.103.253.53,443,CH,Aeza International LTD
91.103.253.92,443,CH,Aeza International
91.192.102.55,443,CH,Datasource
91.192.102.92,443,CH,Datasource
91.192.102.120,443,CH,Datasource AG
91.192.102.153,443,CH,Datasource
91.192.102.155,8443,CH,Datasource AG
91.192.102.170,2053,CH,Datasource AG
91.192.102.170,8443,CH,Datasource AG
91.192.102.177,3128,CH,Datasource AG
91.245.224.37,2053,CH,GLB Bulut Teknolojisi Limited Sirketi
91.245.224.37,8443,CH,GLB Bulut Teknolojisi Limited Sirketi
91.245.225.17,443,CH,GLB Bulut Teknolojisi Limited Sirketi
91.245.225.69,443,CH,GLB Bulut Teknolojisi Limited Sirketi
91.245.225.79,2053,CH,GLB Bulut Teknolojisi Limited Sirketi
91.245.225.79,8443,CH,GLB Bulut Teknolojisi Limited Sirketi
94.131.3.6,443,CH,STARK INDUSTRIES SOLUTIONS LTD
94.131.3.47,2053,CH,Stark Industries Solutions
94.131.3.65,2053,CH,WorkTitans B.V.
94.131.3.65,8443,CH,WorkTitans B.V.
94.131.3.68,2052,CH,Stark Industries Solutions
94.131.3.68,2095,CH,Stark Industries Solutions
94.131.3.80,2053,CH,WorkTitans B.V.
94.131.3.80,8443,CH,WorkTitans B.V.
94.131.3.101,443,CH,Stark Industries Solutions
94.131.3.123,2053,CH,WorkTitans B.V.
94.131.3.123,8443,CH,WorkTitans B.V.
94.131.3.144,443,CH,Stark Industries Solutions
94.131.3.192,2053,CH,WorkTitans B.V.
94.131.3.192,8443,CH,WorkTitans B.V.
94.131.3.195,2053,CH,WorkTitans B.V.
94.131.3.195,8443,CH,WorkTitans B.V.
94.131.3.216,2053,CH,WorkTitans B.V.
94.131.3.216,8443,CH,WorkTitans B.V.
94.131.3.224,2053,CH,WorkTitans B.V.
94.131.3.224,8443,CH,WorkTitans B.V.
94.131.3.227,443,CH,Stark Industries Solutions
94.131.3.228,2053,CH,WorkTitans B.V.
94.131.3.228,8443,CH,WorkTitans B.V.
94.131.3.230,2053,CH,WorkTitans B.V.
94.131.3.230,8443,CH,WorkTitans B.V.
94.131.3.235,2053,CH,WorkTitans B.V.
94.131.3.235,8443,CH,WorkTitans B.V.
94.131.12.30,2053,CH,WorkTitans B.V.
94.131.12.30,8443,CH,WorkTitans B.V.
94.131.12.56,443,CH,WorkTitans B.V.
94.131.12.175,443,CH,Stark Industries Solutions LTD
94.131.12.218,443,CH,Stark Industries Solutions
94.131.99.100,2003,CH,STARK INDUSTRIES SOLUTIONS LTD
94.131.99.100,2004,CH,STARK INDUSTRIES SOLUTIONS LTD
94.131.99.100,2053,CH,STARK INDUSTRIES SOLUTIONS LTD
94.131.99.100,2501,CH,STARK INDUSTRIES SOLUTIONS LTD
94.131.99.100,2504,CH,STARK INDUSTRIES SOLUTIONS LTD
94.131.99.100,8443,CH,STARK INDUSTRIES SOLUTIONS LTD
94.131.99.175,443,CH,STARK INDUSTRIES SOLUTIONS LTD
94.232.246.165,8443,CH,Stark Industries Solutions LTD
94.247.42.207,443,CH,servinga GmbH
95.183.51.10,2053,CH,Solar Communications GmbH
95.183.51.10,8443,CH,Solar Communications GmbH
104.244.73.212,443,CH,BuyVM
104.244.78.95,2083,CH,BuyVM
107.189.2.220,443,CH,BuyVM
107.189.12.152,443,CH,FranTech Solutions
107.189.31.214,3443,CH,FranTech Solutions
109.248.59.69,2053,CH,ProtonVPN
138.124.3.148,443,CH,Baykov Ilya Sergeevich
140.238.173.181,2053,CH,Oracle Cloud
140.238.173.181,8443,CH,Oracle Cloud
140.238.212.95,443,CH,Oracle Cloud
140.238.215.37,8080,CH,Oracle Public Cloud
140.238.218.65,2053,CH,Oracle Cloud
140.238.218.65,8443,CH,Oracle Cloud
144.24.243.207,443,CH,Oracle Cloud
144.24.248.38,587,CH,Oracle Corp UK Ltd
144.48.81.145,8080,CH,Cyril Papadakis Trading AS Papadakis IT
147.185.217.70,6504,CH,Magnolia Community Fiber
152.67.65.201,443,CH,Oracle Corporation
152.67.78.122,2086,CH,Oracle Cloud
152.67.78.184,443,CH,Oracle Cloud
152.67.86.78,9443,CH,Oracle Public Cloud
176.10.97.93,443,CH,Datasource AG
176.10.111.23,80,CH,Datasource AG
176.10.125.114,443,CH,Datasource
176.120.66.65,2083,CH,Stark Industries Solutions
176.120.66.65,8080,CH,Stark Industries Solutions
179.43.144.10,8000,CH,PRIVATE LAYER INC
179.43.151.93,443,CH,PRIVATE LAYER INC
179.43.154.24,443,CH,PRIVATE LAYER INC
179.43.154.26,443,CH,Private Layer
179.43.155.21,443,CH,Private Layer
179.43.156.21,2053,CH,Private Layer
179.43.156.21,8443,CH,PRIVATE LAYER INC
179.43.156.60,80,CH,Private Layer INC
179.43.156.113,13338,CH,PRIVATE LAYER INC
179.43.166.2,443,CH,PRIVATE LAYER INC
179.43.176.163,443,CH,PRIVATE LAYER INC
179.43.176.163,10443,CH,PRIVATE LAYER INC
179.43.180.231,443,CH,PRIVATE LAYER INC
179.43.188.243,443,CH,Private Layer
179.43.190.20,2053,CH,PRIVATE LAYER INC
179.43.190.20,8443,CH,PRIVATE LAYER INC
185.126.116.70,443,CH,Datacamp
185.143.103.173,2053,CH,Infomaniak Network SA
185.143.103.173,8443,CH,Infomaniak Network SA
185.191.236.162,3128,CH,Jana Aaberg
185.195.69.57,443,CH,Datasource AG
185.195.69.102,2053,CH,Datasource AG
185.195.69.102,8443,CH,Datasource AG
185.195.69.119,2053,CH,Datasource
185.195.69.119,8443,CH,Datasource
185.195.69.153,2053,CH,Datasource
185.195.69.153,8443,CH,Datasource
185.195.69.200,2053,CH,Datasource
185.195.69.200,8443,CH,Datasource
185.195.69.209,2053,CH,Datasource AG
188.213.130.145,2053,CH,Infomaniak Network SA
188.213.130.145,8443,CH,Infomaniak Network SA
188.225.36.51,2053,CH,ProtonVPN
193.111.210.38,2053,CH,Green Floid LLC
193.111.210.38,8443,CH,Green Floid LLC
193.168.144.81,443,CH,SERVERD SAS
194.87.18.71,2053,CH,Baxet Group Inc
194.87.18.92,443,CH,Reliable Communications s.r.o.
194.87.18.167,443,CH,Baxet Group Inc.
194.87.18.188,2053,CH,Reliable Communications s.r.o.
194.87.18.188,8443,CH,Reliable Communications s.r.o.
194.87.97.6,2053,CH,Big Data Host
194.87.97.6,8443,CH,Big Data Host
194.135.22.181,443,CH,Big Data Host
194.147.173.117,443,CH,Sunrise
194.156.102.53,2053,CH,GLOBAL CONNECTIVITY SOLUTIONS LLP
194.182.163.117,3128,CH,Akenes SA
195.15.207.34,2053,CH,Infomaniak Network SA
195.15.207.34,8443,CH,Infomaniak Network SA
195.15.215.146,80,CH,INFOMANIAK CLOUD
195.15.241.91,2053,CH,Infomaniak Network SA
195.15.242.197,443,CH,Infomaniak Network
195.15.243.30,8443,CH,Infomaniak Network Management
195.15.254.34,8443,CH,Infomaniak Network
195.141.59.27,443,CH,Sunrise
195.141.65.98,443,CH,Sunrise
213.136.101.36,3128,CI,Orange Cote D ivoire
213.136.101.37,3128,CI,Orange Cote D ivoire
213.136.101.40,3128,CI,Orange Cote D ivoire
34.176.217.46,8080,CL,Google LLC
37.59.154.240,2053,CL,OVH SAS
37.59.154.240,8443,CL,OVH SAS
38.7.195.16,999,CL,Cogent Communications
38.7.197.192,999,CL,Cogent Communications
38.7.204.129,999,CL,Cogent Communications
45.160.74.1,999,CL,Besthost SPA
45.162.132.1,999,CL,LARA INGENIERIA EN TECNOLOGIA Y TELECOMUNICACIONES LIMITADA SOLUCIONES INTERLAN
45.162.135.201,999,CL,CRONET TELECOM SPA
45.162.209.1,999,CL,COMERCIALIZADORA E IMPORTADORA PRESTOM CHILE LTDA
45.170.102.1,999,CL,GRUPO METROWAN TELECOM SPA
45.170.102.81,999,CL,GRUPO METROWAN TELECOM SPA
45.170.102.89,999,CL,GRUPO METROWAN TELECOM SPA
45.170.102.225,999,CL,GRUPO METROWAN TELECOM SPA
45.177.98.131,999,CL,EVOLUCION WIFI TELECOMUNICACIONES LIMITADA
45.177.98.133,999,CL,EVOLUCION WIFI TELECOMUNICACIONES LIMITADA
45.178.133.6,999,CL,Mundonet S.p.A
45.178.133.60,999,CL,Mundonet S.p.A
45.181.122.74,999,CL,REDCENTRAL TELECOMUNICACIONES LTDA
45.181.122.201,999,CL,REDCENTRAL TELECOMUNICACIONES LTDA
45.181.123.97,999,CL,REDCENTRAL TELECOMUNICACIONES LTDA
45.184.85.18,999,CL,INVERSIONES HEMALASS LIMITADA HEMANET
45.225.184.1,4145,CL,MJL NETWORK EIRL
45.225.184.177,999,CL,MJL NETWORK EIRL
45.225.185.59,999,CL,MJL NETWORK EIRL
45.225.185.62,999,CL,MJL NETWORK EIRL
45.225.204.8,999,CL,NETDELSUR TELECOMUNICACIONES SPA
45.225.207.165,999,CL,NETDELSUR TELECOMUNICACIONES SPA
45.225.207.180,999,CL,NETDELSUR TELECOMUNICACIONES SPA
45.225.207.185,999,CL,NETDELSUR TELECOMUNICACIONES SPA
45.225.207.186,999,CL,NETDELSUR TELECOMUNICACIONES SPA
45.230.48.131,999,CL,Netevolution Internet
45.230.49.2,999,CL,Netevolution Internet
45.230.50.3,999,CL,TELECOMUNICACIONES MAURICIO ANDRES KASENDRA LARENAS E.I.R.L.
45.239.28.1,999,CL,CMP WILL TELECOMUNICACIONES SPA
45.239.30.1,999,CL,CMP WILL TELECOMUNICACIONES SPA
51.68.148.169,2053,CL,OVH SAS
51.68.148.169,8443,CL,OVH SAS
51.75.41.142,2053,CL,OVH SAS
51.75.41.142,8443,CL,OVH SAS
51.75.45.11,2053,CL,OVH SAS
51.75.45.11,8443,CL,OVH SAS
54.36.28.93,2053,CL,OVH SAS
54.36.28.93,8443,CL,OVH SAS
54.38.132.204,2053,CL,OVH SAS
129.151.104.245,8443,CL,Oracle Corporation
145.239.22.88,2053,CL,OVH SAS
145.239.22.88,8443,CL,OVH SAS
145.239.22.91,2053,CL,OVH SAS
145.239.22.91,8443,CL,OVH SAS
146.83.118.9,80,CL,Red Universitaria Nacional
146.83.205.10,8085,CL,Red Universitaria Nacional
167.249.29.214,999,CL,GRUPO METROWAN TELECOM SPA
167.249.29.218,999,CL,GRUPO METROWAN TELECOM SPA
167.249.29.220,999,CL,GRUPO METROWAN TELECOM SPA
167.249.30.253,999,CL,GLOBALCONNECT SPA
168.195.128.148,3128,CL,EMPIREHOST LIMITADA
170.233.193.129,999,CL,MI INTERNET SPA
179.49.237.12,999,CL,SITELCO SPA
179.49.237.54,999,CL,SITELCO SPA
179.57.1.172,999,CL,Telefonica Del Sur S.A.
181.74.81.195,999,CL,Telmex Servicios Empresariales S.A.
181.74.83.25,999,CL,Telmex Servicios Empresariales S.A.
181.114.232.57,31337,CL,TV CABLE DEL SUR EIRL.
181.114.232.59,31337,CL,TV CABLE DEL SUR EIRL.
181.212.41.171,999,CL,TELEFONICA EMPRESAS CHILE SA
181.212.41.172,999,CL,TELEFONICA EMPRESAS CHILE SA
181.212.45.226,8080,CL,TELEFONICA EMPRESAS CHILE SA
181.212.45.228,8080,CL,TELEFONICA EMPRESAS CHILE SA
181.212.58.68,80,CL,TELEFONICA EMPRESAS CHILE SA
181.212.97.74,5678,CL,TELEFONICA EMPRESAS CHILE SA
181.212.136.34,13138,CL,TELEFONICA EMPRESAS CHILE SA
181.212.161.3,999,CL,TELEFONICA EMPRESAS CHILE SA
181.225.142.130,35010,CL,Comsat Limitada
186.10.102.218,5678,CL,ENTEL CHILE S.A.
186.67.70.55,443,CL,ENTEL CHILE S.A.
186.67.192.246,8080,CL,ENTEL CHILE S.A.
186.103.130.91,8080,CL,TELEFONICA EMPRESAS CHILE SA
186.103.130.92,8080,CL,TELEFONICA EMPRESAS CHILE SA
186.103.130.93,8080,CL,TELEFONICA EMPRESAS CHILE SA
186.103.130.94,8080,CL,TELEFONICA EMPRESAS CHILE SA
186.103.133.91,5678,CL,TELEFONICA EMPRESAS CHILE SA
186.103.143.213,4153,CL,TELEFONICA EMPRESAS CHILE SA
186.156.161.235,3128,CL,VTR BANDA ANCHA S.A.
190.4.209.58,4153,CL,TELEFONICA MOVIL DE CHILE S.A.
190.13.147.93,5678,CL,Telefonica Del Sur S.A.
190.13.147.241,5678,CL,Telefonica Del Sur S.A.
190.54.12.74,5678,CL,ADX S.A
190.54.100.74,8080,CL,Subcentro Las Condes S.A
190.82.105.123,43949,CL,CONVERTIDORA LM
190.110.99.189,999,CL,SILICA NETWORKS CHILE S.A.
190.121.4.157,999,CL,Telefonica Del Sur S.A.
190.153.237.2,37453,CL,Gtd Internet S.A.
190.211.172.178,999,CL,Internexa Chile S.A.
190.211.172.182,999,CL,Internexa Chile S.A.
190.211.250.131,999,CL,Compa ia De Comunicaciones Coyhaique Ltda.
200.27.110.29,57702,CL,Telmex Chile Internet S.A.
200.27.110.30,57702,CL,Telmex Chile Internet S.A.
200.39.138.45,999,CL,ICONEX SPA
200.54.22.74,80,CL,CTC. CORP S.A. TELEFONICA EMPRESAS
200.54.22.74,8080,CL,CTC. CORP S.A. TELEFONICA EMPRESAS
200.54.194.13,53281,CL,TELEFONICA EMPRESAS CHILE SA
200.71.215.62,8080,CL,Fullcom S.A.
200.95.184.147,999,CL,Comunicaciones Cablevision Ltda.
200.111.182.6,443,CL,ENTEL CHILE S.A.
200.111.232.94,8080,CL,ENTEL CHILE S.A.
200.111.249.195,999,CL,Entel Chile S.A
200.111.249.197,999,CL,Entel Chile S.A
201.187.103.18,8080,CL,Telefonica Del Sur S.A.
201.220.112.98,999,CL,MUNDACA SILVA FERNANDO NIBALDO
201.238.248.134,443,CL,Gtd Internet S.A.
204.199.129.38,999,CL,Cirion Technologies
216.155.89.66,999,CL,Telefonica Del Sur S.A.
216.155.93.238,5678,CL,Telefonica Del Sur S.A.
41.205.24.222,8080,CM,Backbone Ip Range
102.244.120.10,45413,CM,Orange Cameroun SA
1.15.62.12,5678,CN,Tencent Cloud Computing beijing Co.  Ltd.
1.94.31.35,8888,CN,HUAWEI CLOUD
1.180.0.162,7302,CN,Chinanet Neimenggu Province Network
1.180.49.222,7302,CN,Chinanet Neimenggu Province Network
1.180.69.230,11306,CN,CHINANET-BACKBONE
1.180.69.230,12645,CN,CHINANET-BACKBONE
1.192.191.183,10011,CN,CHINANET HENAN PROVINCE NETWORK
8.137.34.229,80,CN,Aliyun Computing Co.ltd
8.137.116.105,443,CN,Hangzhou Alibaba Advertising Co
8.142.3.145,3306,CN,Aliyun Computing Co.ltd
14.21.7.146,10045,CN,CHINANET Guangdong province network
14.21.7.146,10495,CN,CHINANET-BACKBONE
14.21.7.146,11965,CN,CHINANET Guangdong province network
14.21.7.146,12388,CN,CHINANET Guangdong province network
14.21.7.146,18085,CN,CHINANET Guangdong province network
14.21.7.146,18888,CN,CHINANET Guangdong province network
14.29.129.224,10011,CN,CHINANET Guangdong province network
14.29.164.34,10011,CN,CHINANET Guangdong province network
14.29.172.95,10011,CN,CHINANET Guangdong province network
14.29.197.211,10011,CN,CHINANET Guangdong province network
14.29.240.90,10011,CN,CHINANET Guangdong province network
14.110.214.11,8080,CN,Chinanet Chongqing Province Network
23.94.255.55,3306,CN,Hurricane Electric IPv6 tunnel broker
27.12.67.163,1080,CN,China Unicom Chongqing Province Network
27.128.203.134,7300,CN,Chinanet Hebei Province Network
27.154.57.94,10800,CN,CHINANET-BACKBONE
36.7.252.165,3256,CN,Chinanet Anhui Province Network
36.35.175.175,20590,CN,CHINA UNICOM China169 Backbone
36.111.142.184,15778,CN,Chinanet Zhejiang Province Network
36.111.143.8,15777,CN,Chinanet Zhejiang Province Network
36.133.126.13,443,CN,China Mobile
36.134.91.82,8888,CN,China Mobile Communications Corporation
36.154.9.226,12000,CN,China Mobile Communications Corporation
36.156.157.92,5555,CN,China Mobile Communications Corporation
39.96.140.81,8118,CN,Aliyun Computing Co.  LTD
39.98.224.123,443,CN,Hangzhou Alibaba Advertising Co
39.101.65.228,8080,CN,Aliyun Computing Co.  LTD
39.101.206.0,8080,CN,Aliyun Computing Co.  LTD
39.104.62.128,8081,CN,Aliyun Computing Co.  LTD
39.104.89.111,8081,CN,Aliyun Computing Co.  LTD
39.105.5.126,80,CN,Aliyun Computing Co.  LTD
39.105.27.30,3128,CN,Aliyun Computing Co.  LTD
39.107.33.254,8090,CN,Aliyun Computing Co.  LTD
39.107.89.178,80,CN,Aliyun Computing Co.  LTD
39.108.113.204,20000,CN,Aliyun Computing Co.  LTD
39.129.73.6,443,CN,China Mobile
39.165.0.137,9002,CN,China Mobile
39.170.85.129,7302,CN,China Mobile
42.248.122.147,1080,CN,Chinanet Liaoning Province Network
43.136.233.225,7891,CN,Tencent Cloud Computing beijing Co.  LTD
45.250.40.70,7890,CN,Hangzhou Sulian Information Technology Co. ltd
47.92.161.8,443,CN,Hangzhou Alibaba Advertising Co
47.92.239.69,8889,CN,Aliyun Computing Co.  LTD
47.92.239.69,20002,CN,Aliyun Computing Co.  LTD
47.92.245.88,443,CN,Hangzhou Alibaba Advertising Co
47.92.247.250,81,CN,Aliyun Computing Co.  LTD
47.92.247.250,8888,CN,Aliyun Computing Co.  LTD
47.92.248.86,50001,CN,Aliyun Computing Co.  LTD
47.92.248.197,8001,CN,Aliyun Computing Co.  LTD
47.93.52.36,3129,CN,Aliyun Computing Co.  LTD
47.93.59.156,1080,CN,Aliyun Computing Co.  LTD
47.93.121.200,80,CN,Aliyun Computing Co.  LTD
47.94.89.112,443,CN,Aliyun Computing Co.  LTD
47.95.10.74,8888,CN,Aliyun Computing Co.  LTD
47.96.143.117,80,CN,Aliyun Computing Co.  LTD
47.97.21.151,1024,CN,Aliyun Computing Co.  LTD
47.97.120.11,443,CN,Aliyun Computing Co.  LTD
47.97.120.110,443,CN,Aliyun Computing Co.  LTD
47.98.46.112,80,CN,Aliyun Computing Co.  LTD
47.98.134.232,808,CN,Aliyun Computing Co.  LTD
47.100.90.127,3128,CN,Aliyun Computing Co.  LTD
47.100.90.127,8058,CN,Aliyun Computing Co.  LTD
47.100.90.127,10443,CN,Aliyun Computing Co.  LTD
47.100.91.57,8080,CN,Aliyun Computing Co.  LTD
47.100.207.117,8080,CN,Aliyun Computing Co.  LTD
47.106.92.172,80,CN,Aliyun Computing Co.  LTD
47.106.107.212,3128,CN,Aliyun Computing Co.  LTD
47.106.112.207,8081,CN,Aliyun Computing Co.  LTD
47.107.61.215,8000,CN,Aliyun Computing Co.  LTD
47.108.94.248,7890,CN,Aliyun Computing Co.  LTD
47.109.46.223,80,CN,Aliyun Computing Co.  LTD
47.109.46.223,8090,CN,Aliyun Computing Co.  LTD
47.109.52.147,82,CN,Aliyun Computing Co.  LTD
47.109.52.147,808,CN,Aliyun Computing Co.  LTD
47.109.52.147,7890,CN,Aliyun Computing Co.  LTD
47.109.52.147,8889,CN,Aliyun Computing Co.  LTD
47.109.56.77,999,CN,Aliyun Computing Co.  LTD
47.109.57.93,8888,CN,Aliyun Computing Co.  LTD
47.111.229.11,443,CN,Hangzhou Alibaba Advertising Co
47.112.125.103,443,CN,Hangzhou Alibaba Advertising Co
47.113.203.122,8123,CN,Aliyun Computing Co.  LTD
47.113.221.120,9999,CN,Aliyun Computing Co.  LTD
47.113.230.224,8083,CN,Aliyun Computing Co.  LTD
47.113.230.224,8088,CN,Aliyun Computing Co.  LTD
47.113.230.224,21025,CN,Aliyun Computing Co.  LTD
47.113.230.224,30001,CN,Aliyun Computing Co.  LTD
47.114.93.190,443,CN,Hangzhou Alibaba Advertising Co
47.114.100.39,443,CN,Hangzhou Alibaba Advertising Co
47.114.101.57,8888,CN,Aliyun Computing Co.  LTD
49.7.11.187,80,CN,Chinatelecom Group Beijing Ltd co
49.70.89.82,9999,CN,Chinanet JS
49.70.89.246,8089,CN,Chinanet JS
52.82.123.144,3128,CN,Ningxia West Cloud Data Technology CO.LTD.
58.18.39.58,10800,CN,InnerMengoliaWulanhaoteErxIPPool1
58.20.232.245,9091,CN,Changsha CenterCityNetBar NetWork DDN feixiang
58.20.248.139,9002,CN,Changsha CenterCityNetBar NetWork DDN feixiang
58.34.34.186,10800,CN,Chinanet Shanghai Province Network
58.242.249.31,33987,CN,AHCNC
58.246.58.150,9002,CN,China Unicom Shanghai Network
58.250.250.115,8888,CN,China Unicom Guangdong Province Network
58.253.210.122,8888,CN,China Unicom IP network China169 Guangdong province
59.36.76.111,10011,CN,CHINANET Guangdong province network
59.36.85.21,10011,CN,CHINANET Guangdong province network
59.36.138.17,10011,CN,CHINANET Guangdong province network
59.36.139.196,10011,CN,CHINANET Guangdong province network
59.36.143.125,10011,CN,CHINANET Guangdong province network
59.36.145.186,10011,CN,CHINANET Guangdong province network
59.36.147.253,10011,CN,CHINANET Guangdong province network
59.36.151.14,10011,CN,CHINANET Guangdong province network
59.36.173.207,10011,CN,CHINANET Guangdong province network
59.45.13.219,3629,CN,YouXianDianShi SY LN
59.56.144.200,7891,CN,Chinanet FJ
59.60.208.19,8089,CN,Chinanet FJ
60.12.168.114,9002,CN,HZCNC HANGZHOU ZHEJIANG
60.18.143.243,1080,CN,China Unicom Liaoning Province Network
60.165.128.21,21966,CN,Chinanet
60.167.164.82,10011,CN,CHINANET Anhui province network
60.188.102.225,18080,CN,Chinanet zj Taizhou Node Network
60.190.195.146,10800,CN,CHINANET-BACKBONE
60.210.40.190,9091,CN,JINAN QILE NET BAR
60.214.128.150,9091,CN,JINAN QILE NET BAR
60.215.109.34,7302,CN,JINAN QILE NET BAR
60.217.64.237,35292,CN,Shandong Runhua Century Rummery Ltd.
61.130.151.230,7302,CN,CHINANET-BACKBONE
61.131.65.25,8193,CN,The First Electric Power
61.133.66.69,9002,CN,China Unicom Shandong Province Network
61.145.158.142,7302,CN,Chinanet Guangdong Province Network
61.148.199.206,4145,CN,China Unicom Ip Network
61.155.235.58,10800,CN,Nanjing Telecom Customer Service
61.158.175.38,9002,CN,China Unicom Henan Province Network
61.160.66.130,5555,CN,Chinanet JS
61.162.210.14,1080,CN,China Unicom Shandong Province Network
61.164.53.250,9993,CN,Chinanet
61.165.245.13,27666,CN,China Telecom (Group)
61.171.50.169,6688,CN,Chinanet Shanghai Province Network
61.178.99.43,7302,CN,Chinanet Gansu Province Network
61.183.234.226,9091,CN,Chinanet Hubei Province Network
61.184.189.124,10800,CN,Chinanet Hubei Province Network
61.186.243.6,9002,CN,Chinanet Chongqing Province Network
81.70.187.80,8080,CN,Tencent Cloud Computing beijing Co.  LTD
82.157.71.228,7891,CN,Tencent Cloud Computing beijing Co.  LTD
101.34.30.200,8081,CN,Tencent Cloud Computing beijing Co.  LTD
101.37.22.207,3128,CN,Aliyun Computing Co.  LTD
101.42.157.101,6666,CN,Tencent Cloud Computing beijing Co.  LTD
101.43.41.171,9091,CN,Tencent Cloud Computing beijing Co.  LTD
101.74.239.199,21579,CN,CHINA UNICOM China169 Backbone
101.83.144.239,10872,CN,China Telecom (Group)
101.91.242.198,6688,CN,Chinanet Shanghai Province Network
101.93.222.187,33506,CN,China Telecom (Group)
101.200.134.79,443,CN,Hangzhou Alibaba Advertising Co
101.200.158.109,8800,CN,Aliyun Computing Co.  LTD
101.200.187.233,9999,CN,Aliyun Computing Co.  LTD
101.229.222.157,30131,CN,China Telecom (Group)
101.231.64.89,8443,CN,Chinanet Shanghai Province Network
103.8.68.48,3128,CN,Hubei Feixun Network Co.  LTD
103.56.60.156,6010,CN,CHINA UNICOM China169 Backbone
103.56.60.156,6011,CN,CHINA UNICOM China169 Backbone
103.56.60.156,6034,CN,CHINA UNICOM China169 Backbone
103.56.60.156,6045,CN,CHINA UNICOM China169 Backbone
103.56.60.156,6052,CN,CHINA UNICOM China169 Backbone
103.56.60.156,6070,CN,CHINA UNICOM China169 Backbone
103.88.35.200,1080,CN,Ningbo Zhuo Zhi Innovation Network Technology Co.  LTD
103.115.40.154,33981,CN,Rainbow network
103.115.44.87,49322,CN,rainbow network
103.115.44.87,49323,CN,rainbow network
103.133.136.200,33666,CN,Hong Kong Business Telecom Limited
103.213.97.74,80,CN,Jiangsu Weizi Network Technology Co ltd
103.242.175.119,7891,CN,Beijing Linktom Technology CO. LTD.
103.242.175.119,8899,CN,Beijing Linktom Technology CO. LTD.
103.242.175.241,8899,CN,Beijing Linktom Technology CO. LTD.
106.12.112.200,7891,CN,Beijing Baidu Netcom Science And Technology Co.  Ltd.
106.14.98.252,18080,CN,Aliyun Computing Co.  LTD
106.14.222.35,56890,CN,Aliyun Computing Co.  LTD
106.45.221.168,3256,CN,Chinanet Ningxia Province Network
106.56.20.37,80,CN,Chinanet Yunnan Province Network
106.75.86.143,1080,CN,Shanghai Ucloud Information Technology Company Limited
106.75.189.147,999,CN,Shanghai Ucloud Information Technology Company Limited
106.75.217.31,80,CN,Shanghai Ucloud Information Technology Company Limited
106.86.152.136,7891,CN,Chinanet Chongqing Province Network
110.249.164.75,54445,CN,CHINA UNICOM China169 Backbone
